time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-04 00:00:00+00:00,0,0,57,12
2024-08-05 00:00:00+00:00,2,2,316,36
2024-08-06 00:00:00+00:00,5,4,578,40
2024-08-07 00:00:00+00:00,4,4,92,17
2024-08-08 00:00:00+00:00,1,1,153,16
2024-08-09 00:00:00+00:00,9,7,320,26
2024-08-10 00:00:00+00:00,3,3,134,21
2024-08-11 00:00:00+00:00,1,1,60,17
2024-08-12 00:00:00+00:00,8,5,402,65
2024-08-13 00:00:00+00:00,36,12,552,41
2024-08-14 00:00:00+00:00,15,6,376,25
2024-08-15 00:00:00+00:00,4,4,206,25
2024-08-16 00:00:00+00:00,14,5,293,23
2024-08-17 00:00:00+00:00,14,3,137,11
2024-08-18 00:00:00+00:00,23,7,127,14
2024-08-19 00:00:00+00:00,4,4,167,32
2024-08-20 00:00:00+00:00,1,1,156,29
2024-08-21 00:00:00+00:00,1,1,194,28
2024-08-22 00:00:00+00:00,2,2,370,31
2024-08-23 00:00:00+00:00,1,1,227,33
2024-08-24 00:00:00+00:00,0,0,92,13
2024-08-25 00:00:00+00:00,3,1,67,17
2024-08-26 00:00:00+00:00,5,5,121,21
2024-08-27 00:00:00+00:00,2,2,167,26
2024-08-28 00:00:00+00:00,25,6,415,26
2024-08-29 00:00:00+00:00,20,4,187,23
